1,2,3,4
0,-0.002,-0.027,0.161
0,-0.002,-0.266,0.16
0,0,0.342,0.154
0,-0.001,-0.01,0.154
0,0,0.195,0.162
0,-0.001,0.03,0.157
0,-0.001,-0.06,0.167
0,0,0.232,0.178
0,-0.001,0.076,0.166
0,-0.001,0.076,0.161
0,-0.001,0.149,0.166
0,-0.002,-0.152,0.164
0,-0.001,0.135,0.171
0,-0.002,-0.151,0.172
0,-0.001,-0.033,0.161
0,-0.002,-0.082,0.167
0,-0.002,-0.092,0.165
0,-0.002,-0.264,0.158
0,0,0.246,0.166
0,-0.001,-0.031,0.163
0,-0.002,-0.132,0.165
0,-0.001,0.2,0.155
0,-0.002,-0.312,0.169
0,-0.002,-0.216,0.165
0,-0.002,-0.142,0.167
0,-0.001,0.121,0.167
0,-0.001,0.151,0.168
0,-0.002,-0.034,0.164
0,-0.001,0.033,0.164
0,-0.001,0.104,0.151
0,-0.002,-0.118,0.157
0,-0.002,-0.145,0.158
0,-0.001,0.153,0.167
0,-0.002,-0.212,0.161
0,-0.002,-0.133,0.161
0,-0.002,-0.334,0.148
0,-0.001,0.003,0.168
0,-0.002,0.006,0.17
0,-0.001,0.006,0.155
0,-0.001,0.052,0.159
0,0,0.449,0.175
0,-0.001,0.04,0.154
0,0,0.524,0.161
0,-0.002,-0.104,0.157
0,-0.002,-0.224,0.158
0,-0.001,0.049,0.16
0,-0.002,-0.165,0.152
0,0.001,0.607,0.163
0,-0.002,-0.215,0.168
0,-0.003,-0.396,0.165
0,-0.001,0.159,0.157
0,-0.002,-0.046,0.154
0,-0.001,0.221,0.164
0,-0.001,0.033,0.163
0,-0.001,0.067,0.166
0,-0.001,0.003,0.155
0,-0.001,0.231,0.166
0,-0.002,-0.29,0.178
0,0,0.582,0.17
0,-0.001,0.089,0.168
0,0,0.463,0.169
0,-0.001,0.044,0.172
0,0,0.243,0.17
0,-0.001,-0.025,0.175
0,-0.002,-0.186,0.169
0,-0.002,-0.161,0.171
0,-0.002,-0.161,0.182
0,-0.001,-0.007,0.175
0,0,0.17,0.177
0,0,0.188,0.179
0,-0.001,-0.049,0.17
0,-0.001,-0.046,0.173
0,-0.002,-0.011,0.163
0,-0.001,-0.027,0.162
0,-0.001,0.079,0.174
0,-0.002,-0.11,0.159
0,-0.002,-0.16,0.164
0,0,0.231,0.167
0,-0.001,0.087,0.162
0,-0.001,0.022,0.163
0,-0.002,-0.118,0.17
0,0.001,0.575,0.178
0,-0.001,-0.04,0.177
0,-0.002,-0.172,0.173
0,-0.002,-0.127,0.162
0,0,0.465,0.172
0,0,0.256,0.169
0,-0.002,-0.115,0.172
0,-0.001,-0.072,0.173
0,-0.001,0.048,0.186
0,-0.001,0.164,0.164
0,-0.002,-0.361,0.168
0,-0.001,0.019,0.165
0,-0.002,-0.085,0.179
0,-0.001,0.113,0.169
0,-0.001,0.09,0.169
0,-0.001,0.078,0.164
0,-0.001,0.105,0.161
0,-0.002,-0.036,0.164
0,-0.001,-0.085,0.166
0,-0.001,0.099,0.161
0,-0.002,-0.331,0.17
0,-0.001,0.037,0.168
0,-0.001,0.066,0.168
0,-0.002,-0.125,0.16
0,-0.002,-0.093,0.159
0,-0.001,0.094,0.165
0,-0.002,-0.095,0.16
0,-0.001,0.13,0.171
0,-0.002,-0.159,0.161
0,-0.001,0.077,0.163
0,-0.002,0,0.163
0,-0.002,-0.16,0.152
0,-0.002,-0.201,0.162
0,0,0.317,0.162
0,-0.001,0.174,0.163
0,-0.002,-0.092,0.183
0,-0.001,0.045,0.159
0,-0.002,-0.078,0.152
0,-0.001,0.002,0.153
0,-0.002,-0.094,0.152
0,-0.001,0.137,0.168
0,-0.002,-0.17,0.166
0,-0.002,-0.136,0.165
0,-0.001,0.225,0.159
0,-0.002,-0.154,0.164
0,-0.001,-0.012,0.175
0,-0.001,0.235,0.168
0,-0.001,0.055,0.168
0,-0.002,-0.124,0.172
0,-0.001,-0.028,0.158
0,-0.001,0.099,0.162
0,-0.002,-0.189,0.168
0,-0.001,-0.035,0.16
0,-0.001,0.237,0.171
