1,2,3,4
1.55,1.55,0.074,0.0
1.55,1.549,-0.231,0.0
1.55,1.55,-0.082,0.0
1.55,1.55,-0.002,0.0
1.55,1.551,0.307,0.0
1.55,1.55,0.073,0.0
1.55,1.55,-0.043,0.0
1.55,1.55,0.055,0.0
1.55,1.55,-0.08,0.0
1.55,1.55,-0.046,0.0
1.55,1.55,0.085,0.0
1.55,1.55,-0.023,0.0
1.55,1.549,-0.235,0.0
1.55,1.55,0.111,0.0
1.55,1.55,0.092,0.0
1.55,1.55,0.143,0.0
1.55,1.55,0.187,0.0
1.55,1.55,0.058,0.0
1.55,1.55,0.16,0.0
1.55,1.55,-0.053,0.0
1.55,1.55,-0.073,0.0
1.55,1.55,-0.099,0.0
1.55,1.55,0.024,0.0
1.55,1.549,-0.434,0.0
1.55,1.55,-0.044,0.0
1.55,1.55,-0.023,0.0
1.55,1.55,0.016,0.0
1.55,1.55,-0.097,0.0
1.55,1.551,0.337,0.0
1.55,1.55,-0.084,0.0
1.55,1.55,-0.085,0.0
1.55,1.55,0.067,0.0
1.55,1.55,0.177,0.0
1.55,1.549,-0.266,0.0
1.55,1.55,-0.03,0.0
1.55,1.549,-0.182,0.0
1.55,1.549,-0.134,0.0
1.55,1.55,0.065,0.0
1.55,1.55,-0.019,0.0
1.55,1.55,0.082,0.0
1.55,1.55,0.057,0.0
1.55,1.549,-0.402,0.0
1.55,1.551,0.284,0.0
1.55,1.55,0.033,0.0
1.55,1.55,-0.04,0.0
1.55,1.55,-0.02,0.0
1.55,1.549,-0.407,0.0
1.55,1.549,-0.143,0.0
1.55,1.55,0.189,0.0
1.55,1.549,-0.139,0.0
1.55,1.55,0.129,0.0
1.55,1.55,0.056,0.0
1.55,1.549,-0.173,0.0
1.55,1.549,-0.282,0.0
1.55,1.55,-0.054,0.0
1.55,1.55,0.223,0.0
1.55,1.55,-0.029,0.0
1.55,1.55,-0.035,0.0
1.55,1.55,0.116,0.0
1.55,1.55,0.076,0.0
1.55,1.55,-0.032,0.0
1.55,1.55,0.146,0.0
1.55,1.55,0.191,0.0
1.55,1.549,-0.116,0.0
1.55,1.549,-0.205,0.0
1.55,1.549,-0.261,0.0
1.55,1.55,-0.038,0.0
1.55,1.549,-0.072,0.0
1.55,1.55,0.032,0.0
1.55,1.55,0.011,0.0
1.55,1.549,-0.043,0.0
1.55,1.55,0.049,0.0
1.55,1.549,-0.211,0.0
1.55,1.55,0.073,0.0
1.55,1.549,-0.091,0.0
1.55,1.55,0.009,0.0
1.55,1.551,0.456,0.0
1.55,1.55,0.041,0.0
1.55,1.549,-0.108,0.0
1.55,1.549,-0.195,0.0
1.55,1.55,0.12,0.0
1.55,1.55,0.183,0.0
1.55,1.549,-0.132,0.0
1.55,1.551,0.406,0.0
1.55,1.549,-0.166,0.0
1.55,1.55,0.051,0.0
1.55,1.55,0.148,0.0
1.55,1.549,-0.081,0.0
1.55,1.55,0.058,0.0
1.55,1.55,0.214,0.0
1.55,1.549,-0.077,0.0
1.55,1.549,-0.011,0.0
1.55,1.55,0.149,0.0
1.55,1.549,-0.111,0.0
1.55,1.55,0.079,0.0
1.55,1.55,0.097,0.0
1.55,1.55,0.142,0.0
1.55,1.55,-0.041,0.0
1.55,1.549,-0.21,0.0
1.55,1.55,0.092,0.0
1.55,1.55,-0.025,0.0
1.55,1.549,-0.212,0.0
1.55,1.55,-0.037,0.0
1.55,1.55,-0.047,0.0
