1,2,3,4
0.0,-0.025,0.056,0.035
0.0,-0.025,0.052,0.03
0.0,-0.025,0.194,0.017
0.0,-0.026,-0.057,0.015
0.0,-0.026,-0.077,0.037
0.0,-0.026,0.009,0.028
0.0,-0.026,-0.028,0.022
0.0,-0.025,0.107,0.033
0.0,-0.026,-0.073,0.026
0.0,-0.026,0.059,0.032
0.0,-0.028,-0.154,0.027
0.0,-0.027,0.003,0.024
0.0,-0.028,-0.025,0.036
0.0,-0.028,-0.024,0.026
0.0,-0.028,-0.081,0.025
0.0,-0.028,-0.011,0.037
0.0,-0.03,-0.157,0.027
0.0,-0.029,0.028,0.032
0.0,-0.03,-0.075,0.042
0.0,-0.029,0.044,0.037
0.0,-0.029,0.072,0.033
0.0,-0.03,-0.046,0.033
0.0,-0.031,-0.196,0.038
0.0,-0.03,0.024,0.027
0.0,-0.03,0.05,0.033
0.0,-0.03,0.041,0.03
0.0,-0.03,0.067,0.032
0.0,-0.03,0.008,0.024
0.0,-0.03,0.001,0.029
0.0,-0.029,0.144,0.034
0.0,-0.03,0.089,0.036
0.0,-0.031,-0.056,0.024
0.0,-0.031,-0.07,0.026
0.0,-0.03,0.02,0.032
0.0,-0.031,0.043,0.035
0.0,-0.03,0.161,0.034
0.0,-0.031,-0.036,0.028
0.0,-0.032,-0.106,0.029
0.0,-0.032,-0.146,0.041
0.0,-0.031,-0.046,0.036
0.0,-0.03,0.11,0.033
0.0,-0.031,-0.097,0.041
0.0,-0.031,-0.017,0.023
0.0,-0.03,0.071,0.021
0.0,-0.03,0.131,0.037
0.0,-0.031,-0.037,0.029
0.0,-0.031,-0.02,0.035
0.0,-0.03,0.099,0.028
0.0,-0.031,-0.024,0.035
0.0,-0.03,0.153,0.043
0.0,-0.03,0.133,0.029
0.0,-0.031,-0.062,0.031
0.0,-0.03,0.048,0.042
0.0,-0.03,0.106,0.021
0.0,-0.03,0.016,0.039
0.0,-0.03,0.133,0.036
0.0,-0.031,-0.113,0.026
0.0,-0.03,0.057,0.039
0.0,-0.03,0.003,0.026
0.0,-0.031,-0.19,0.026
0.0,-0.03,0.055,0.042
0.0,-0.03,0.085,0.042
0.0,-0.03,0.092,0.027
0.0,-0.03,0.072,0.031
0.0,-0.03,0.019,0.03
0.0,-0.03,0.016,0.024
0.0,-0.03,0.037,0.027
0.0,-0.031,-0.081,0.024
0.0,-0.03,-0.031,0.036
0.0,-0.03,-0.01,0.03
0.0,-0.03,-0.013,0.021
0.0,-0.029,0.103,0.025
0.0,-0.029,0.074,0.04
0.0,-0.029,0.099,0.033
0.0,-0.031,-0.131,0.035
0.0,-0.029,0.101,0.032
0.0,-0.03,-0.014,0.017
