1,2,3,4,,,,,,,,,,,
5.19,6168.794,3.838,4.098,-0.26,,,,,,,,,,
5.19,6166.792,2.391,2.812,-0.421,,,,,,,,,,
5.19,6164.8,1.012,1.4,-0.388,,,,,,,,,,
5.19,6162.802,5.875,6.195,-0.32,,,,,,,,,,
5.19,6160.798,4.415,4.942,-0.527,,,,,,,,,,
5.19,6158.813,3.084,3.431,-0.347,,,,,,,,,,
5.19,6156.801,1.562,2.016,-0.454,,,,,,,,,,
5.19,6154.809,0.188,0.602,-0.414,,,,,,,,,,
5.19,6152.813,5.068,5.429,-0.361,,,,,,,,,,
5.19,6150.8,3.543,3.951,-0.408,,,,,,,,,,
5.19,6148.804,2.132,2.539,-0.407,,,,,,,,,,
5.19,6146.811,0.75,1.1,-0.35,,,,,,,,,,
5.19,6144.807,5.573,5.899,-0.326,,,,,,,,,,
5.19,6142.792,4.035,4.443,-0.408,,,,,,,,,,
5.19,6140.802,2.672,3.044,-0.372,,,,,,,,,,
5.19,6138.815,1.327,1.651,-0.324,,,,,,,,,,
5.19,6136.79,6.003,0.135,-0.415185307,,,,,,,,,,
5.19,6134.799,4.634,5.1,-0.466,,,,,,,,,,
5.19,6132.809,3.265,3.584,-0.319,,,,,,,,,,
5.19,6130.791,1.709,2.126,-0.417,,,,,,,,,,
5.19,6128.807,0.388,0.773,-0.385,,,,,,,,,,
5.19,6126.799,5.179,5.634,-0.455,,,,,,,,,,
5.19,6124.801,3.762,4.132,-0.37,,,,,,,,,,
5.19,6122.815,2.426,2.789,-0.363,,,,,,,,,,
5.19,6120.811,0.963,1.409,-0.446,,,,,,,,,,
5.19,6118.807,5.781,6.182,-0.401,,,,,,,,,,
5.19,6116.812,4.386,4.812,-0.426,,,,,,,,,,
5.19,6114.804,2.899,3.329,-0.43,,,,,,,,,,
5.19,6112.807,1.482,1.857,-0.375,,,,,,,,,,
5.19,6110.811,0.078,0.431,-0.353,,,,,,,,,,
5.19,6108.796,4.821,5.307,-0.486,,,,,,,,,,
5.19,6106.805,3.45,3.804,-0.354,,,,,,,,,,
5.19,6104.798,1.971,2.446,-0.475,,,,,,,,,,
5.19,6102.813,0.64,1.043,-0.403,,,,,,,,,,
5.19,6100.835,5.645,5.995,-0.35,,,,,,,,,,
5.19,6098.814,4.065,4.492,-0.427,,,,,,,,,,
5.19,6096.814,2.634,3.035,-0.401,,,,,,,,,,
5.19,6094.827,1.284,1.619,-0.335,,,,,,,,,,
5.19,6092.797,5.928,0.085,-0.440185307,,,,,,,,,,
5.19,6090.804,4.54,5.012,-0.472,,,,,,,,,,
5.19,6088.819,3.212,3.526,-0.314,,,,,,,,,,
5.19,6086.802,1.661,2.093,-0.432,,,,,,,,,,
5.19,6084.819,0.346,0.711,-0.365,,,,,,,,,,
5.19,6082.811,5.142,5.508,-0.366,,,,,,,,,,
5.19,6080.793,3.585,4.034,-0.449,,,,,,,,,,
5.19,6078.816,2.308,2.713,-0.405,,,,,,,,,,
5.19,6076.829,0.963,1.328,-0.365,,,,,,,,,,
5.19,6074.809,5.674,6.109,-0.435,,,,,,,,,,
5.19,6072.818,4.305,4.776,-0.471,,,,,,,,,,
5.19,6070.826,2.928,3.267,-0.339,,,,,,,,,,
5.19,6068.81,1.383,1.826,-0.443,,,,,,,,,,
5.19,6066.816,6.273,0.394,-0.404185307,,,,,,,,,,
5.19,6064.828,4.92,5.296,-0.376,,,,,,,,,,
5.19,6062.823,3.452,3.852,-0.4,,,,,,,,,,
5.19,6060.827,2.046,2.44,-0.394,,,,,,,,,,
5.19,6058.831,0.64,0.976,-0.336,,,,,,,,,,
5.19,6056.823,5.436,5.844,-0.408,,,,,,,,,,
5.19,6054.825,4.019,4.335,-0.316,,,,,,,,,,
5.19,6052.812,2.492,2.961,-0.469,,,,,,,,,,
5.19,6050.829,1.177,1.573,-0.396,,,,,,,,,,
5.19,6048.83,6.032,0.119,-0.370185307,,,,,,,,,,
5.19,6046.824,4.559,5.082,-0.523,,,,,,,,,,
5.19,6044.832,3.18,3.562,-0.382,,,,,,,,,,
5.19,6042.827,1.714,2.072,-0.358,,,,,,,,,,
5.19,6040.82,0.233,0.67,-0.437,,,,,,,,,,
5.19,6038.825,5.115,5.492,-0.377,,,,,,,,,,
5.19,6036.823,3.671,4.018,-0.347,,,,,,,,,,
5.19,6034.816,2.187,2.599,-0.412,,,,,,,,,,
5.19,6032.826,0.824,1.2,-0.376,,,,,,,,,,
5.19,6030.822,5.644,5.976,-0.332,,,,,,,,,,
5.19,6028.812,4.136,4.583,-0.447,,,,,,,,,,
5.19,6026.832,2.845,3.212,-0.367,,,,,,,,,,
5.19,6024.818,1.315,1.754,-0.439,,,,,,,,,,
5.19,6022.829,6.238,0.365,-0.410185307,,,,,,,,,,
5.19,6020.816,4.719,5.162,-0.443,,,,,,,,,,
5.19,6018.817,3.288,3.629,-0.341,,,,,,,,,,
5.19,6016.797,1.718,2.158,-0.44,,,,,,,,,,
5.19,6014.808,0.358,0.736,-0.378,,,,,,,,,,
5.19,6012.824,5.323,5.66,-0.337,,,,,,,,,,
5.19,6010.817,3.839,4.129,-0.29,,,,,,,,,,
5.19,6008.826,2.468,2.851,-0.383,,,,,,,,,,
5.19,6006.842,1.15,1.48,-0.33,,,,,,,,,,
5.19,6004.826,5.885,0.036,-0.434185307,,,,,,,,,,
5.19,6002.835,4.516,4.967,-0.451,,,,,,,,,,
5.19,6000.824,3.002,3.449,-0.447,,,,,,,,,,
5.19,5998.829,1.599,2.031,-0.432,,,,,,,,,,
5.19,5996.848,0.297,0.658,-0.361,,,,,,,,,,
5.19,5994.83,5.026,5.458,-0.432,,,,,,,,,,
5.19,5992.824,3.548,3.922,-0.374,,,,,,,,,,
5.19,5990.83,2.155,2.499,-0.344,,,,,,,,,,
5.19,5988.812,0.593,1.029,-0.436,,,,,,,,,,
5.19,5986.804,5.389,5.779,-0.39,,,,,,,,,,
5.19,5984.811,4.007,4.259,-0.252,,,,,,,,,,
5.19,5982.809,2.558,2.962,-0.404,,,,,,,,,,
5.19,5980.819,1.195,1.561,-0.366,,,,,,,,,,
5.19,5978.833,6.139,0.204,-0.348185307,,,,,,,,,,
5.19,5976.831,4.697,5.182,-0.485,,,,,,,,,,
5.19,5974.838,3.313,3.666,-0.353,,,,,,,,,,
5.19,5972.825,1.786,2.245,-0.459,,,,,,,,,,
5.19,5970.83,0.387,0.788,-0.401,,,,,,,,,,
5.19,5968.839,5.299,5.654,-0.355,,,,,,,,,,
5.19,5966.815,3.697,4.119,-0.422,,,,,,,,,,
5.19,5964.819,2.293,2.715,-0.422,,,,,,,,,,
5.19,5962.836,0.978,1.318,-0.34,,,,,,,,,,
5.19,5960.818,5.702,6.136,-0.434,,,,,,,,,,
5.19,5958.813,4.234,4.686,-0.452,,,,,,,,,,
5.19,5956.826,2.892,3.245,-0.353,,,,,,,,,,
5.19,5954.826,1.454,1.785,-0.331,,,,,,,,,,
5.19,5952.819,6.258,0.399,-0.424185307,,,,,,,,,,
5.19,5950.824,4.86,5.257,-0.397,,,,,,,,,,
5.19,5948.807,3.309,3.75,-0.441,,,,,,,,,,
5.19,5946.821,1.972,2.38,-0.408,,,,,,,,,,
5.19,5944.828,0.588,0.957,-0.369,,,,,,,,,,
5.19,5942.811,5.317,5.749,-0.432,,,,,,,,,,
5.19,5940.822,3.964,4.277,-0.313,,,,,,,,,,
5.19,5938.833,2.601,2.94,-0.339,,,,,,,,,,
5.19,5936.816,1.05,1.481,-0.431,,,,,,,,,,
5.19,5934.823,5.953,0.06,-0.390185307,,,,,,,,,,
5.19,5932.831,4.571,5.02,-0.449,,,,,,,,,,
5.19,5930.822,3.076,3.492,-0.416,,,,,,,,,,
5.19,5928.826,1.673,2.064,-0.391,,,,,,,,,,
5.19,5926.835,0.301,0.635,-0.334,,,,,,,,,,
5.19,5924.822,5.058,5.448,-0.39,,,,,,,,,,
5.19,5922.814,3.573,3.944,-0.371,,,,,,,,,,
5.19,5920.81,2.108,2.564,-0.456,,,,,,,,,,
5.19,5918.83,0.812,1.199,-0.387,,,,,,,,,,
5.19,5916.83,5.665,6.025,-0.36,,,,,,,,,,
5.19,5914.821,4.167,4.646,-0.479,,,,,,,,,,
5.19,5912.832,2.812,3.195,-0.383,,,,,,,,,,
5.19,5910.831,1.371,1.736,-0.365,,,,,,,,,,
5.19,5908.828,6.199,0.34,-0.424185307,,,,,,,,,,
5.19,5906.831,4.785,5.214,-0.429,,,,,,,,,,
5.19,5904.831,3.349,3.705,-0.356,,,,,,,,,,
5.19,5902.835,1.945,2.365,-0.42,,,,,,,,,,
5.19,5900.843,0.569,0.95,-0.381,,,,,,,,,,
5.19,5898.825,5.293,5.753,-0.46,,,,,,,,,,
5.19,5896.835,3.929,4.259,-0.33,,,,,,,,,,
5.19,5894.828,2.445,2.82,-0.375,,,,,,,,,,
5.19,5892.833,1.052,1.402,-0.35,,,,,,,,,,
5.19,5890.826,5.846,6.279,-0.433,,,,,,,,,,
5.19,5888.83,4.442,4.92,-0.478,,,,,,,,,,
5.19,5886.833,3.025,3.367,-0.342,,,,,,,,,,
5.19,5884.81,1.431,1.854,-0.423,,,,,,,,,,
5.19,5882.816,0.044,0.421,-0.377,,,,,,,,,,
5.19,5880.823,4.945,5.317,-0.372,,,,,,,,,,
5.19,5878.809,3.41,3.818,-0.408,,,,,,,,,,
5.19,5876.819,2.046,2.429,-0.383,,,,,,,,,,
5.19,5874.833,0.71,1.033,-0.323,,,,,,,,,,
5.19,5872.81,5.396,5.812,-0.416,,,,,,,,,,
5.19,5870.818,4.022,4.329,-0.307,,,,,,,,,,
5.19,5868.812,2.549,2.996,-0.447,,,,,,,,,,
5.19,5866.813,1.124,1.526,-0.402,,,,,,,,,,
5.19,5864.83,6.086,0.172,-0.369185307,,,,,,,,,,
5.19,5862.822,4.597,5.114,-0.517,,,,,,,,,,
5.19,5860.828,3.209,3.618,-0.409,,,,,,,,,,
5.19,5858.846,1.903,2.265,-0.362,,,,,,,,,,
5.19,5856.834,0.386,0.81,-0.424,,,,,,,,,,
5.19,5854.828,5.191,5.571,-0.38,,,,,,,,,,
5.19,5852.835,3.808,4.036,-0.228,,,,,,,,,,
5.19,5850.83,2.332,2.74,-0.408,,,,,,,,,,
5.19,5848.833,0.921,1.28,-0.359,,,,,,,,,,
5.19,5846.82,5.685,6.14,-0.455,,,,,,,,,,
5.19,5844.826,4.289,4.759,-0.47,,,,,,,,,,
5.19,5842.833,2.907,3.281,-0.374,,,,,,,,,,
5.19,5840.812,1.329,1.789,-0.46,,,,,,,,,,
5.19,5838.82,6.233,0.342,-0.392185307,,,,,,,,,,
5.19,5836.836,4.91,5.293,-0.383,,,,,,,,,,
5.19,5834.814,3.321,3.776,-0.455,,,,,,,,,,
5.19,5832.809,1.856,2.277,-0.421,,,,,,,,,,
5.19,5830.829,0.56,0.926,-0.366,,,,,,,,,,
5.19,5828.828,5.399,5.732,-0.333,,,,,,,,,,
5.19,5826.815,3.874,4.179,-0.305,,,,,,,,,,
5.19,5824.825,2.514,2.883,-0.369,,,,,,,,,,
5.19,5822.826,1.086,1.426,-0.34,,,,,,,,,,
5.19,5820.824,5.917,0.046,-0.412185307,,,,,,,,,,
5.19,5818.825,4.495,4.941,-0.446,,,,,,,,,,
5.19,5816.812,2.968,3.415,-0.447,,,,,,,,,,
5.19,5814.837,1.709,2.114,-0.405,,,,,,,,,,
5.19,5812.845,0.33,0.708,-0.378,,,,,,,,,,
5.19,5810.829,5.072,5.513,-0.441,,,,,,,,,,
5.19,5808.849,3.776,4.135,-0.359,,,,,,,,,,
5.19,5806.858,2.41,2.752,-0.342,,,,,,,,,,
5.19,5804.837,0.827,1.243,-0.416,,,,,,,,,,
5.19,5802.844,5.723,6.104,-0.381,,,,,,,,,,
5.19,5800.849,4.324,4.717,-0.393,,,,,,,,,,
5.19,5798.837,2.808,3.225,-0.417,,,,,,,,,,
5.19,5796.84,1.396,1.782,-0.386,,,,,,,,,,
5.19,5794.846,0.006,0.337,-0.331,,,,,,,,,,
5.19,5792.84,4.811,5.275,-0.464,,,,,,,,,,
5.19,5790.842,3.391,3.757,-0.366,,,,,,,,,,
5.19,5788.833,1.893,2.355,-0.462,,,,,,,,,,
5.19,5786.845,0.546,0.929,-0.383,,,,,,,,,,
5.19,5784.845,5.393,5.746,-0.353,,,,,,,,,,
5.19,5782.832,3.872,4.182,-0.31,,,,,,,,,,
5.19,5780.846,2.533,2.911,-0.378,,,,,,,,,,
5.19,5778.843,1.078,1.42,-0.342,,,,,,,,,,
5.19,5776.836,5.885,0.04,-0.438185307,,,,,,,,,,
5.19,5774.842,4.487,4.931,-0.444,,,,,,,,,,
5.19,5772.836,3.019,3.373,-0.354,,,,,,,,,,
5.19,5770.833,1.564,1.902,-0.338,,,,,,,,,,
5.19,5768.826,0.077,0.5,-0.423,,,,,,,,,,
5.19,5766.828,4.938,5.331,-0.393,,,,,,,,,,
5.19,5764.85,3.661,3.986,-0.325,,,,,,,,,,
5.19,5762.844,2.185,2.589,-0.404,,,,,,,,,,
5.19,5760.85,0.795,1.166,-0.371,,,,,,,,,,
5.19,5758.849,5.637,6.094,-0.457,,,,,,,,,,
5.19,5756.857,4.26,4.699,-0.439,,,,,,,,,,
5.19,5754.859,2.837,3.19,-0.353,,,,,,,,,,
5.19,5752.845,1.308,1.76,-0.452,,,,,,,,,,
5.19,5750.849,6.185,0.295,-0.393185307,,,,,,,,,,
5.19,5748.856,4.803,5.214,-0.411,,,,,,,,,,
5.19,5746.839,3.246,3.688,-0.442,,,,,,,,,,
5.19,5744.842,1.834,2.219,-0.385,,,,,,,,,,
5.19,5742.859,0.525,0.862,-0.337,,,,,,,,,,
5.19,5740.836,5.211,5.645,-0.434,,,,,,,,,,
5.19,5738.836,3.775,4.136,-0.361,,,,,,,,,,
5.19,5736.846,2.414,2.734,-0.32,,,,,,,,,,
5.19,5734.828,0.853,1.293,-0.44,,,,,,,,,,
5.19,5732.846,5.826,6.201,-0.375,,,,,,,,,,
5.19,5730.841,4.361,4.897,-0.536,,,,,,,,,,
5.19,5728.845,2.954,3.363,-0.409,,,,,,,,,,
5.19,5726.863,1.645,2.005,-0.36,,,,,,,,,,
5.19,5724.846,0.096,0.546,-0.45,,,,,,,,,,
5.19,5722.838,4.89,5.319,-0.429,,,,,,,,,,
5.19,5720.847,3.519,3.864,-0.345,,,,,,,,,,
5.19,5718.846,2.077,2.514,-0.437,,,,,,,,,,
5.19,5716.854,0.703,1.102,-0.399,,,,,,,,,,
5.19,5714.869,5.65,5.998,-0.348,,,,,,,,,,
5.19,5712.865,4.19,4.654,-0.464,,,,,,,,,,
5.19,5710.871,2.803,3.162,-0.359,,,,,,,,,,
5.19,5708.861,1.294,1.672,-0.378,,,,,,,,,,
5.19,5706.847,6.05,0.231,-0.464185307,,,,,,,,,,
5.19,5704.857,4.684,5.139,-0.455,,,,,,,,,,
5.19,5702.848,3.184,3.554,-0.37,,,,,,,,,,
5.19,5700.832,1.641,2.095,-0.454,,,,,,,,,,
5.19,5698.844,0.294,0.681,-0.387,,,,,,,,,,
5.19,5696.85,5.187,5.551,-0.364,,,,,,,,,,
5.19,5694.847,3.732,4.133,-0.401,,,,,,,,,,
5.19,5692.861,2.396,2.771,-0.375,,,,,,,,,,
5.19,5690.863,0.973,1.328,-0.355,,,,,,,,,,
5.19,5688.859,5.797,6.215,-0.418,,,,,,,,,,
5.19,5686.859,4.363,4.782,-0.419,,,,,,,,,,
5.19,5684.851,2.874,3.221,-0.347,,,,,,,,,,
5.19,5682.842,1.379,1.786,-0.407,,,,,,,,,,
5.19,5680.844,6.243,0.336,-0.376185307,,,,,,,,,,
5.19,5678.847,4.826,5.245,-0.419,,,,,,,,,,
5.19,5676.851,3.422,3.808,-0.386,,,,,,,,,,
5.19,5674.87,2.12,2.482,-0.362,,,,,,,,,,
5.19,5672.851,0.553,1.007,-0.454,,,,,,,,,,
5.19,5670.866,5.508,5.918,-0.41,,,,,,,,,,
5.19,5668.879,4.169,4.532,-0.363,,,,,,,,,,
5.19,5666.867,2.65,3.09,-0.44,,,,,,,,,,
5.19,5664.868,1.225,1.631,-0.406,,,,,,,,,,
5.19,5662.88,6.158,0.221,-0.346185307,,,,,,,,,,
5.19,5660.875,4.692,5.198,-0.506,,,,,,,,,,
5.19,5658.883,3.308,3.694,-0.386,,,,,,,,,,
5.19,5656.896,1.966,2.315,-0.349,,,,,,,,,,
5.19,5654.885,0.458,0.868,-0.41,,,,,,,,,,
5.19,5652.879,5.265,5.658,-0.393,,,,,,,,,,
5.19,5650.881,3.845,4.097,-0.252,,,,,,,,,,
5.19,5648.866,2.304,2.715,-0.411,,,,,,,,,,
5.19,5646.86,0.828,1.2,-0.372,,,,,,,,,,
5.19,5644.852,5.622,5.992,-0.37,,,,,,,,,,
5.19,5642.831,4.041,4.477,-0.436,,,,,,,,,,
5.19,5640.832,2.611,3.047,-0.436,,,,,,,,,,
5.19,5638.854,1.333,1.699,-0.366,,,,,,,,,,
5.19,5636.847,6.135,0.303,-0.451185307,,,,,,,,,,
5.19,5634.85,4.718,5.176,-0.458,,,,,,,,,,
5.19,5632.861,3.366,3.72,-0.354,,,,,,,,,,
5.19,5630.847,1.836,2.275,-0.439,,,,,,,,,,
5.19,5628.849,0.413,0.812,-0.399,,,,,,,,,,
5.19,5626.866,5.382,5.73,-0.348,,,,,,,,,,
5.19,5624.862,3.919,4.235,-0.316,,,,,,,,,,
5.19,5622.872,2.556,2.937,-0.381,,,,,,,,,,
5.19,5620.881,1.19,1.528,-0.338,,,,,,,,,,
5.19,5618.869,5.954,0.091,-0.420185307,,,,,,,,,,
5.19,5616.875,4.561,5.004,-0.443,,,,,,,,,,
5.19,5614.878,3.147,3.484,-0.337,,,,,,,,,,
5.19,5612.865,1.625,2.041,-0.416,,,,,,,,,,
5.19,5610.881,0.302,0.649,-0.347,,,,,,,,,,
5.19,5608.856,4.98,5.436,-0.456,,,,,,,,,,
5.19,5606.86,3.571,3.936,-0.365,,,,,,,,,,
5.19,5604.878,2.267,2.612,-0.345,,,,,,,,,,
5.19,5602.854,0.667,1.113,-0.446,,,,,,,,,,
5.19,5600.867,5.603,6.005,-0.402,,,,,,,,,,
5.19,5598.875,4.224,4.596,-0.372,,,,,,,,,,
5.19,5596.866,2.729,3.174,-0.445,,,,,,,,,,
5.19,5594.889,1.454,1.838,-0.384,,,,,,,,,,
5.19,5592.895,0.061,0.405,-0.344,,,,,,,,,,
5.19,5590.881,4.815,5.294,-0.479,,,,,,,,,,
5.19,5588.898,3.505,3.872,-0.367,,,,,,,,,,
5.19,5586.898,2.072,2.401,-0.329,,,,,,,,,,
5.19,5584.877,0.486,0.901,-0.415,,,,,,,,,,
5.19,5582.86,5.221,5.632,-0.411,,,,,,,,,,
5.19,5580.86,3.782,4.092,-0.31,,,,,,,,,,
5.19,5578.844,2.242,2.704,-0.462,,,,,,,,,,
5.19,5576.848,0.83,1.243,-0.413,,,,,,,,,,
5.19,5574.857,5.75,6.115,-0.365,,,,,,,,,,
5.19,5572.855,4.298,4.778,-0.48,,,,,,,,,,
5.19,5570.867,2.948,3.347,-0.399,,,,,,,,,,
5.19,5568.875,1.568,1.929,-0.361,,,,,,,,,,
5.19,5566.88,0.173,0.603,-0.43,,,,,,,,,,
5.19,5564.884,5.05,5.434,-0.384,,,,,,,,,,
5.19,5562.891,3.665,3.977,-0.312,,,,,,,,,,
5.19,5560.883,2.176,2.585,-0.409,,,,,,,,,,
5.19,5558.871,0.657,1.03,-0.373,,,,,,,,,,
5.19,5556.876,5.544,5.873,-0.329,,,,,,,,,,
5.19,5554.859,3.993,4.349,-0.356,,,,,,,,,,
5.19,5552.867,2.614,2.997,-0.383,,,,,,,,,,
5.19,5550.87,1.202,1.658,-0.456,,,,,,,,,,
5.19,5548.877,6.1,0.242,-0.425185307,,,,,,,,,,
5.19,5546.874,4.64,5.098,-0.458,,,,,,,,,,
5.19,5544.868,3.17,3.606,-0.436,,,,,,,,,,
5.19,5542.883,1.838,2.224,-0.386,,,,,,,,,,
5.19,5540.884,0.416,0.778,-0.362,,,,,,,,,,
5.19,5538.875,5.202,5.634,-0.432,,,,,,,,,,
5.19,5536.881,3.809,4.102,-0.293,,,,,,,,,,
5.19,5534.884,2.395,2.736,-0.341,,,,,,,,,,
5.19,5532.866,0.838,1.269,-0.431,,,,,,,,,,
5.19,5530.872,5.728,6.107,-0.379,,,,,,,,,,
5.19,5528.884,4.378,4.746,-0.368,,,,,,,,,,
5.19,5526.866,2.819,3.25,-0.431,,,,,,,,,,
5.19,5524.872,1.429,1.801,-0.372,,,,,,,,,,
5.19,5522.89,0.119,0.441,-0.322,,,,,,,,,,
5.19,5520.85,4.69,5.239,-0.549,,,,,,,,,,
5.19,5518.857,3.303,3.722,-0.419,,,,,,,,,,
5.19,5516.881,2.036,2.376,-0.34,,,,,,,,,,
5.19,5514.866,0.498,0.954,-0.456,,,,,,,,,,
5.19,5512.877,5.429,5.837,-0.408,,,,,,,,,,
