Target Position,Measured Position,Measured Velocity,Measured Iq
-200,0.258,-723.253,-3.068
-200,-6.986,-732.398,-3.296
-200,-14.12,-716.938,-3.003
-200,-21.17,-699.959,-4.371
-200,-28.274,-709.831,-4.346
-200,-35.309,-699.78,-4.38
-200,-42.316,-688.684,-3.697
-200,-49.264,-695.57,-3.511
-200,-56.148,-684.524,-3.88
-200,-63.092,-698.277,-4.524
-200,-70.001,-694.382,-3.609
-200,-76.964,-702.44,-3.61
-200,-83.846,-691.649,-4.504
-200,-90.743,-682.972,-4.581
-200,-97.649,-689.625,-4.665
-200,-104.541,-689.307,-2.854
-200,-111.494,-699.231,-3.463
-200,-118.407,-692.885,-4.305
-200,-125.386,-702.304,-4.333
-200,-132.346,-702.35,-2.868
-200,-139.807,-757.076,-1.474
-200,-148.349,-878.231,3.03
-200,-157.95,-977.582,6.118
-200,-168.501,-1069.071,10.183
-200,-178.975,-1032.538,1.173
-200,-188.561,-942.017,0.603
-200,-196.876,-808.824,0.782
-200,-204.018,-687.215,0.63
-200,-209.62,-519.867,4.143
-200,-212.508,-188.649,8.971
-200,-210.198,293.929,5.759
-200,-205.566,495.245,5.342
-200,-199.189,659.218,-3.139
-200,-192.904,591.023,-12.288
-200,-190.142,187.266,-5.929
-200,-190.714,-100.619,-2.444
-200,-192.122,-105.797,4.955
-200,-192.136,-8.583,-3.567
-200,-193.138,-111.598,0.749
-200,-193.661,-26.949,0.44
-200,-193.952,-50.04,-1.965
-200,-194.757,-72.218,1.783
-200,-194.949,-11.795,-0.533
-200,-195.358,-55.596,-0.652
-200,-195.943,-45.93,1.46
-200,-195.991,-4.092,-1.595
-200,-196.447,-55.903,-0.007
-200,-196.848,-25.651,0.934
-200,-196.878,-6.336,-1.229
-200,-197.293,-46.352,0.097
-200,-197.552,-13.367,0.463
-200,-197.566,-8.829,-1.332
-200,-197.941,-39.185,0.279
-200,-198.086,-4.022,0.166
-200,-198.106,-11.012,-1.191
-200,-198.429,-32.295,0.381
-200,-198.525,-0.578,0.197
-200,-198.545,-9.795,-0.888
-200,-198.78,-20.952,0.153
-200,-198.889,-7.768,0.253
-200,-198.925,-4.616,-0.157
-200,-199.046,-13.17,-0.081
-200,-199.11,-3.022,-0.041
-200,-199.105,-2.416,-0.682
-200,-199.225,-12.035,-0.132
-200,-199.31,-7.513,0.051
-200,-199.379,-7.57,0.082
-200,-199.467,-7.918,0.187
-200,-199.486,-0.398,0.044
-200,-199.504,-3.245,-0.165
-200,-199.563,-5.251,-0.095
-200,-199.565,0.964,-0.166
-200,-199.579,-2.913,-0.363
-200,-199.637,-5.303,-0.159
-200,-199.645,0.094,-0.239
-200,-199.656,-2.012,-0.343
-200,-199.68,-1.609,-0.225
-200,-199.7,-2.712,-0.3
-200,-199.738,-3.845,-0.2
-200,-199.766,-2.437,-0.163
-200,-199.788,-2.514,-0.14
-200,-199.831,-4.943,-0.033
-200,-199.899,-6.409,0.239
-200,-199.899,1.269,0.151
-200,-199.909,-2.534,0.023
-200,-199.936,-1.908,0.123
-200,-199.927,0.643,0.012
-200,-199.945,-1.787,0.02
-200,-199.948,-0.077,0.012
-200,-199.951,-0.954,-0.007
-200,-199.956,-0.23,-0.001
-200,-199.956,-0.36,-0.029
-200,-199.962,-0.485,-0.008
-200,-199.962,-0.073,-0.026
-200,-199.964,-0.336,-0.022
-200,-199.967,-0.205,-0.028
-200,-199.968,-0.278,-0.028
-200,-199.969,-0.126,-0.022
-200,-199.974,-0.564,-0.022
-200,-199.973,-0.135,-0.031
-200,-199.977,-0.567,-0.016
-200,-199.978,-0.037,-0.023
-200,-199.979,-0.307,-0.027
-200,-199.982,-0.243,-0.017
-200,-199.983,-0.281,-0.028
-200,-199.984,-0.165,-0.021
-200,-199.984,-0.117,-0.034
-200,-199.986,-0.225,-0.024
-200,-199.985,0.254,-0.03
-200,-199.987,-0.222,-0.022
-200,-199.988,-0.068,-0.027
-200,-199.988,0.041,-0.024
-200,-199.99,-0.439,-0.028
-200,-199.991,-0.196,-0.031
-200,-199.991,0.038,-0.034
-200,-199.991,0.091,-0.032
-200,-199.993,-0.293,-0.026
-200,-199.993,-0.226,-0.034
-200,-199.994,-0.114,-0.036
-200,-199.995,-0.138,-0.031
-200,-199.995,-0.213,-0.048
-200,-199.994,0.019,-0.042
-200,-199.995,-0.224,-0.022
-200,-199.995,-0.076,-0.038
-200,-199.995,-0.218,-0.04
-200,-199.997,-0.099,-0.038
-200,-199.996,-0.011,-0.035
-200,-199.997,-0.082,-0.041
-200,-199.996,0.064,-0.042
-200,-199.997,-0.081,-0.038
-200,-199.997,-0.122,-0.028
-200,-199.996,0.087,-0.048
-200,-199.996,-0.03,-0.034
-200,-199.997,-0.233,-0.038
-200,-199.997,-0.085,-0.037
-200,-199.998,-0.285,-0.035
-200,-199.997,-0.142,-0.038
-200,-199.997,0.047,-0.044
-200,-199.997,0.053,-0.041
-200,-199.997,0.157,-0.045
-200,-199.998,-0.106,-0.039
-200,-199.998,-0.039,-0.048
-200,-199.997,0.318,-0.037
-200,-199.998,-0.045,-0.031
-200,-199.999,-0.275,-0.044
-200,-199.997,0.098,-0.037
-200,-199.997,0.107,-0.034
-200,-199.999,-0.26,-0.05
-200,-199.998,-0.038,-0.045
-200,-199.998,-0.031,-0.048
-200,-199.999,-0.245,-0.05
-200,-199.999,-0.18,-0.042
-200,-199.999,-0.033,-0.038
-200,-199.999,-0.015,-0.041
-200,-199.999,-0.046,-0.057
-200,-200,-0.326,-0.045
-200,-199.999,0.051,-0.045
-200,-200,-0.079,-0.042
-200,-199.999,0.107,-0.042
-200,-199.999,0.128,-0.059
-200,-199.999,0.26,-0.059
-200,-200.001,-0.344,-0.044
-200,-200,-0.021,-0.048
-200,-199.999,0.125,-0.04
-200,-200,-0.065,-0.05
-200,-200,-0.2,-0.044
-200,-199.999,0.241,-0.053
-200,-200,0.047,-0.05
-200,-199.999,0.243,-0.046
-200,-199.999,0.169,-0.047
-200,-199.999,0.261,-0.053
-200,-200.001,-0.333,-0.044
-200,-200,-0.147,-0.046
-200,-199.999,0.214,-0.033
-200,-200,0.003,-0.045
-200,-199.999,0.167,-0.045
-200,-200,-0.125,-0.054
-200,-200.001,-0.374,-0.057
-200,-200,0.079,-0.049
-200,-200,0.066,-0.049
-200,-200,-0.089,-0.049
-200,-199.999,0.089,-0.04
-200,-200,0.093,-0.051
-200,-200,0.126,-0.044
-200,-200,0.076,-0.046
-200,-200,-0.085,-0.048
-200,-200.001,-0.298,-0.048
-200,-199.999,0.271,-0.039
-200,-199.999,0.232,-0.043
-200,-200,-0.022,-0.05
-200,-200,-0.087,-0.051
-200,-200,0.229,-0.043
-200,-199.999,0.22,-0.059
-200,-200,-0.131,-0.058
-200,-200,0.094,-0.054
-200,-200,0.054,-0.049
-200,-200,-0.121,-0.048
-200,-199.999,0.133,-0.045
-200,-200,-0.087,-0.049
-200,-200,-0.217,-0.05
-200,-200,-0.275,-0.047
-200,-200,0.04,-0.038
-200,-200,-0.091,-0.046
-200,-199.999,0.154,-0.054
-200,-200,0.086,-0.062
-200,-200,-0.103,-0.058
-200,-200,-0.095,-0.05
-200,-200,-0.004,-0.044
-200,-199.999,0.164,-0.049
-200,-199.999,0.534,-0.047
-200,-200,-0.089,-0.045
-200,-200,0.041,-0.046
-200,-200,0.105,-0.047
-200,-200.001,-0.184,-0.053
-200,-199.999,0.209,-0.049
-200,-200,0.17,-0.055
-200,-200,0.038,-0.054
-200,-200,-0.034,-0.044
-200,-200,-0.047,-0.05
-200,-200,-0.143,-0.054
-200,-199.999,0.215,-0.044
-200,-200.002,-0.407,-0.055
-200,-200.001,-0.289,-0.043
-200,-199.999,0.451,-0.04
-200,-200,0.016,-0.046
-200,-199.999,0.122,-0.048
-200,-200.001,-0.135,-0.052
-200,-200,-0.019,-0.048
-200,-200,-0.181,-0.057
-200,-200,0.291,-0.045
-200,-200.001,-0.132,-0.049
-200,-200,-0.125,-0.056
-200,-200,0.235,-0.056
-200,-200,0.086,-0.045
-200,-200,0.191,-0.042
-200,-200.001,-0.033,-0.049
-200,-200,0.137,-0.04
-200,-200.002,-0.29,-0.05
-200,-200.001,-0.07,-0.059
-200,-200,0.334,-0.044
-200,-200.002,-0.249,-0.05
-200,-200.002,-0.234,-0.056
-200,-200.001,0.132,-0.055
-200,-200.002,-0.486,-0.041
-200,-200,0.133,-0.045
-200,-200.001,0.07,-0.045
-200,-200.001,-0.093,-0.052
-200,-200.002,-0.24,-0.058
-200,-200.001,0.057,-0.052
-200,-200.001,-0.092,-0.042
-200,-200.001,-0.059,-0.042
-200,-200.001,-0.183,-0.047
-200,-200,0.108,-0.038
-200,-200.002,-0.141,-0.047
-200,-200,0.239,-0.046
-200,-200.001,-0.083,-0.048
-200,-200.002,-0.283,-0.039
-200,-200,0.39,-0.055
-200,-200,0.033,-0.037
-200,-200,0.114,-0.043
-200,-200.001,-0.103,-0.053
-200,-200,0.037,-0.038
-200,-200,0.088,-0.041
-200,-200.001,-0.075,-0.048
-200,-200,0.208,-0.04
-200,-200,0.217,-0.046
-200,-200.001,-0.146,-0.048
-200,-200,0.062,-0.041
-200,-200.001,0.076,-0.042
-200,-200,0.046,-0.045
-200,-200.001,-0.06,-0.048
-200,-200,0.058,-0.037
-200,-200,0.195,-0.035
-200,-200.001,-0.174,-0.035
-200,-200,-0.002,-0.048
-200,-200,0.177,-0.049
-200,-200.001,-0.041,-0.044
-200,-200.001,-0.112,-0.033
-200,-200,0.015,-0.041
-200,-200,0.168,-0.037
-200,-200.001,-0.145,-0.041
-200,-200.001,-0.123,-0.039
-200,-200.001,-0.137,-0.04
-200,-200.001,-0.126,-0.044
-200,-200,0.271,-0.043
-200,-200,0.126,-0.042
-200,-200.002,-0.316,-0.044
-200,-200,0.189,-0.05
-200,-200.001,-0.152,-0.04
-200,-200.001,-0.126,-0.044
-200,-200,0.045,-0.029
-200,-200.002,-0.28,-0.034
-200,-200,-0.008,-0.045
-200,-200.001,-0.014,-0.037
-200,-200,0.234,-0.046
-200,-200,0.298,-0.042
-200,-200.001,0.095,-0.038
-200,-200.001,-0.225,-0.039
-200,-200.001,0.073,-0.043
-200,-200.001,-0.108,-0.035
-200,-200,0.171,-0.038
-200,-200,0.134,-0.036
-200,-200.001,-0.24,-0.036
-200,-200,0.036,-0.034
-200,-200,0.004,-0.03
-200,-200,-0.158,-0.039
-200,-200.001,-0.042,-0.045
-200,-200.001,-0.251,-0.033
-200,-200.001,-0.143,-0.031
-200,-200,0.149,-0.043
-200,-200,0.001,-0.04
-200,-200.001,-0.047,-0.04
-200,-200.001,-0.049,-0.04
-200,-200,-0.058,-0.037
-200,-200,-0.034,-0.034
-200,-200,0.087,-0.032
-200,-200,0.157,-0.037
-200,-200,0.099,-0.031
-200,-200,0.005,-0.029
-200,-200,0.266,-0.025
-200,-200,0.126,-0.034
-200,-200,0.255,-0.032
-200,-200.001,-0.155,-0.02
-200,-200,0.23,-0.031
0,-199.876,28.109,4.705
0,-198.065,219.935,4.572
0,-194.347,406.563,5.719
0,-189.082,552.623,6.09
0,-182.52,680.371,4.405
0,-175.354,724.705,4.228
0,-167.923,739.7,3.365
0,-160.23,772.888,2.582
0,-152.57,764.745,2.364
0,-144.858,774.358,3.747
0,-137.296,756.455,2.957
0,-129.734,762.255,3.871
0,-122.277,748.358,3.252
0,-114.892,731.375,3.614
0,-107.54,734.678,3.4
0,-100.286,721.536,3.458
0,-93.017,730.559,3.8
0,-85.834,719.878,3.935
0,-78.624,725.58,3.484
0,-71.558,713.495,3.69
0,-64.093,754.769,1.302
0,-55.561,878.821,-2.789
0,-45.967,974.911,-6.444
0,-35.359,1078.835,-9.004
0,-24.504,1087.517,-10.459
0,-14.083,1029.794,-0.591
0,-4.635,927.465,-2.147
0,3.686,809.684,-0.826
0,10.711,671.749,-4.282
0,15.945,468.177,-5.435
0,17.225,8.105,-10.213
0,13.765,-386.865,-6.501
0,8.416,-567.531,-5.089
0,1.54,-701.02,4.934
0,-4.532,-543.7,13.354
0,-6.389,-115.669,5.298
0,-5.453,120.466,-0.083
0,-4.852,14.656,-2.123
0,-4.901,24.691,3.201
0,-4.044,76.141,-2.886
0,-4.035,-7.801,0.693
0,-3.673,55.592,0.312
0,-3.201,30.302,-1.516
0,-3.21,4.45,1.55
0,-2.792,45.205,-0.073
0,-2.539,12.714,-0.425
0,-2.52,8.699,1.098
0,-2.138,40.783,-0.207
0,-1.995,2.358,-0.159
0,-1.986,11.333,1.315
0,-1.627,35.474,-0.623
0,-1.575,-3.941,-0.078
0,-1.53,15.096,0.94
0,-1.246,25.818,-0.588
0,-1.182,1.981,-0.199
0,-1.152,6.677,0.36
0,-1.002,13.913,0.056
0,-0.965,0.826,0.17
0,-0.938,6.559,0.627
0,-0.805,12.813,0.042
0,-0.676,11.622,-0.368
0,-0.658,-0.17,-0.086
0,-0.629,4.961,0.146
0,-0.539,8.154,0.003
0,-0.534,-1.602,0.116
0,-0.515,4.429,0.371
0,-0.441,6.707,0.108
0,-0.428,-0.235,0.171
0,-0.42,2.574,0.376
0,-0.37,4.754,0.202
0,-0.343,2.236,0.177
0,-0.313,3.643,0.15
0,-0.239,8.243,-0.065
0,-0.188,3.036,-0.22
0,-0.203,-0.978,0.019
0,-0.163,4.558,-0.02
0,-0.138,0.845,-0.097
0,-0.149,-0.045,0.082
0,-0.117,2.888,-0.004
0,-0.121,-0.986,0.024
0,-0.111,1.722,0.073
0,-0.099,0.693,0.036
0,-0.101,0.192,0.074
0,-0.09,1.315,0.063
0,-0.087,0.181,0.082
0,-0.086,0.279,0.088
0,-0.079,0.938,0.089
0,-0.072,0.735,0.094
0,-0.073,0.1,0.101
0,-0.068,0.815,0.115
0,-0.061,0.463,0.095
0,-0.061,0.093,0.105
0,-0.058,0.462,0.12
0,-0.054,0.508,0.105
0,-0.054,-0.248,0.13
0,-0.049,0.56,0.132
0,-0.045,0.376,0.11
0,-0.045,0.231,0.131
0,-0.043,0.223,0.135
0,-0.038,0.561,0.12
0,-0.039,-0.013,0.143
0,-0.035,0.302,0.132
0,-0.033,0.211,0.123
0,-0.03,0.142,0.138
0,-0.029,0.113,0.152
0,-0.028,0.033,0.132
0,-0.027,0.108,0.154
0,-0.025,0.357,0.151
0,-0.026,0.002,0.143
0,-0.023,0.216,0.134
0,-0.024,-0.031,0.141
0,-0.023,0.208,0.151
0,-0.022,0.117,0.153
0,-0.021,0.019,0.156
0,-0.021,0.073,0.177
0,-0.021,-0.137,0.165
0,-0.018,0.264,0.153
0,-0.018,0.217,0.151
0,-0.017,0.348,0.159
0,-0.017,0.006,0.158
0,-0.016,0.168,0.15
0,-0.016,-0.017,0.162
0,-0.014,0.179,0.17
0,-0.014,0.024,0.173
0,-0.013,0.083,0.173
0,-0.013,0.006,0.16
0,-0.013,-0.022,0.184
0,-0.012,0.093,0.168
0,-0.012,-0.076,0.16
0,-0.012,-0.17,0.16
0,-0.012,-0.074,0.156
0,-0.01,0.188,0.162
0,-0.01,-0.016,0.164
0,-0.01,0.102,0.164
0,-0.008,0.246,0.171
0,-0.008,-0.064,0.175
0,-0.008,-0.022,0.176
0,-0.008,-0.181,0.171
0,-0.007,0.04,0.173
0,-0.008,-0.192,0.182
0,-0.007,0.146,0.168
0,-0.007,0.061,0.174
0,-0.007,-0.145,0.175
0,-0.007,-0.092,0.174
0,-0.007,0.149,0.172
0,-0.006,0.173,0.178
0,-0.007,-0.072,0.177
0,-0.006,-0.007,0.173
0,-0.005,0.078,0.182
0,-0.006,-0.145,0.179
0,-0.007,-0.346,0.179
0,-0.005,-0.008,0.178
0,-0.004,0.345,0.169
0,-0.005,0.067,0.178
0,-0.005,0.073,0.189
0,-0.005,-0.042,0.177
0,-0.005,-0.107,0.195
0,-0.005,-0.142,0.181
0,-0.004,0.158,0.192
0,-0.004,-0.033,0.174
0,-0.005,-0.32,0.183
0,-0.003,0.076,0.173
0,-0.002,0.177,0.171
0,-0.004,-0.323,0.17
0,-0.003,0.027,0.189
0,-0.002,0.236,0.187
0,-0.002,-0.135,0.186
0,-0.002,-0.1,0.182
0,0,0.428,0.181
0,-0.001,0.173,0.178
0,-0.001,0.23,0.182
0,-0.002,-0.018,0.192
0,-0.002,-0.054,0.19
0,-0.002,-0.098,0.195
0,-0.002,-0.109,0.185
0,-0.002,-0.026,0.192
0,-0.002,-0.172,0.188
0,-0.002,-0.199,0.178
0,-0.002,-0.127,0.18
0,-0.002,-0.114,0.188
0,-0.003,-0.27,0.19
0,-0.003,-0.409,0.171
0,0,0.353,0.171
0,-0.001,0.034,0.195
0,-0.001,-0.02,0.189
0,-0.002,-0.099,0.188
0,-0.001,0.161,0.19
0,-0.001,0.124,0.185
0,-0.002,-0.22,0.186
0,-0.002,-0.31,0.182
0,-0.002,-0.187,0.191
0,-0.001,0.144,0.182
0,-0.001,0.008,0.183
0,-0.002,-0.127,0.182
0,-0.001,-0.002,0.176
0,-0.001,-0.03,0.174
0,-0.001,0.096,0.191
0,-0.001,0.035,0.185
0,-0.002,-0.199,0.192
0,-0.001,-0.005,0.178
0,0,0.284,0.17
0,-0.001,-0.01,0.181
0,0,0.321,0.176
0,0,0.155,0.181
0,-0.001,0.041,0.173
0,0.001,0.422,0.175
0,0,0.357,0.184
0,-0.001,-0.063,0.176
0,-0.001,-0.004,0.175
0,-0.002,-0.229,0.174
0,-0.001,-0.039,0.168
0,-0.001,-0.049,0.157
0,-0.002,-0.303,0.173
0,0,0.148,0.162
0,-0.001,-0.02,0.168
0,-0.001,0.07,0.168
0,-0.002,-0.35,0.173
0,-0.002,-0.153,0.159
0,-0.001,0.064,0.17
0,-0.001,0.131,0.166
0,-0.002,-0.092,0.162
0,-0.001,0.007,0.175
0,-0.001,0.091,0.166
0,-0.001,-0.048,0.166
0,-0.002,-0.156,0.172
0,-0.001,-0.066,0.185
0,-0.001,0.099,0.169
0,-0.001,0.178,0.185
0,-0.002,-0.098,0.168
0,-0.001,0.004,0.166
0,-0.001,0.042,0.168
0,-0.002,-0.126,0.173
0,-0.001,0.002,0.163
0,-0.001,0.01,0.162
0,-0.001,-0.007,0.169
0,-0.001,0.05,0.169
0,-0.001,-0.017,0.168
0,-0.002,-0.096,0.178
0,-0.002,-0.158,0.168
0,-0.001,0.119,0.172
0,-0.001,0.162,0.171
0,-0.002,-0.162,0.174
0,-0.001,-0.02,0.18
0,-0.001,0.086,0.17
0,-0.002,-0.146,0.172
0,-0.001,0.075,0.176
0,-0.002,-0.146,0.174
0,-0.001,0.11,0.165
0,-0.001,0.056,0.169
0,-0.001,-0.034,0.18
0,-0.002,-0.144,0.167
0,-0.001,-0.008,0.173
0,-0.002,-0.141,0.174
0,-0.002,-0.238,0.177
0,-0.002,-0.279,0.169
0,-0.001,0.12,0.166
0,-0.001,0.021,0.165
0,0,0.303,0.17
0,-0.001,-0.081,0.17
0,-0.001,0.103,0.164
0,-0.001,0.112,0.164
0,-0.001,-0.03,0.162
0,-0.001,0.118,0.174
0,-0.002,-0.249,0.161
0,-0.001,0.119,0.163
0,-0.002,-0.064,0.158
0,-0.001,0.18,0.17
0,-0.001,0.135,0.172
0,-0.001,0.132,0.168
0,-0.002,-0.071,0.179
0,-0.002,-0.122,0.176
0,-0.002,-0.105,0.169
0,-0.002,-0.184,0.176
0,-0.001,0.1,0.165
0,-0.002,-0.082,0.161
0,-0.002,-0.146,0.168
0,-0.002,-0.148,0.178
0,-0.001,0.162,0.158
0,-0.002,-0.214,0.17
0,-0.002,-0.048,0.182
0,-0.002,-0.053,0.174
0,-0.002,-0.132,0.162
0,-0.002,-0.109,0.159
0,-0.001,0.107,0.171
0,-0.001,0.043,0.162
0,-0.002,-0.045,0.165
0,-0.002,-0.217,0.16
0,-0.002,-0.076,0.169
0,-0.002,-0.152,0.168
0,-0.001,0.018,0.17
0,-0.001,0.156,0.159
0,-0.002,-0.309,0.175
0,0,0.526,0.171
