1,2,3,4
1500.0,1500.062,0.139,-0.064
1500.0,1500.06,-0.113,-0.049
1500.0,1500.061,-0.004,-0.062
1500.0,1500.061,-0.003,-0.058
1500.0,1500.062,0.143,-0.05
1500.0,1500.06,-0.178,-0.061
1500.0,1500.06,-0.061,-0.062
1500.0,1500.061,0.117,-0.055
1500.0,1500.06,-0.158,-0.052
1500.0,1500.06,-0.031,-0.053
1500.0,1500.061,0.017,-0.058
1500.0,1500.06,-0.147,-0.057
1500.0,1500.061,0.035,-0.063
1500.0,1500.061,0.117,-0.059
1500.0,1500.062,0.21,-0.056
1500.0,1500.061,-0.002,-0.059
1500.0,1500.06,-0.11,-0.053
1500.0,1500.061,0.02,-0.049
1500.0,1500.061,0.017,-0.055
1500.0,1500.062,0.205,-0.055
1500.0,1500.061,0.091,-0.055
1500.0,1500.061,0.094,-0.06
1500.0,1500.062,0.114,-0.063
1500.0,1500.06,-0.079,-0.053
1500.0,1500.062,0.114,-0.058
1500.0,1500.061,0.066,-0.052
1500.0,1500.062,0.144,-0.06
1500.0,1500.061,0.08,-0.062
1500.0,1500.06,-0.097,-0.059
1500.0,1500.062,0.224,-0.058
1500.0,1500.061,0.037,-0.05
1500.0,1500.061,0.106,-0.057
1500.0,1500.061,0.088,-0.06
1500.0,1500.061,0.026,-0.063
1500.0,1500.06,-0.025,-0.051
1500.0,1500.062,0.192,-0.06
1500.0,1500.062,0.229,-0.062
1500.0,1500.061,0.049,-0.056
1500.0,1500.061,0.051,-0.063
1500.0,1500.062,0.163,-0.052
1500.0,1500.061,0.025,-0.056
1500.0,1500.061,0.121,-0.056
1500.0,1500.06,-0.039,-0.054
1500.0,1500.06,-0.033,-0.053
1500.0,1500.06,-0.087,-0.05
1500.0,1500.06,-0.019,-0.066
1500.0,1500.062,0.177,-0.056
1500.0,1500.061,0.036,-0.056
1500.0,1500.062,0.234,-0.052
1500.0,1500.06,-0.042,-0.049
1500.0,1500.059,-0.185,-0.063
1500.0,1500.06,-0.092,-0.05
1500.0,1500.059,-0.166,-0.059
1500.0,1500.061,0.028,-0.054
1500.0,1500.061,0.028,-0.061
1500.0,1500.061,0.028,-0.065
1500.0,1500.061,0.025,-0.058
1500.0,1500.06,-0.054,-0.058
1500.0,1500.061,0.097,-0.055
1500.0,1500.061,0.019,-0.057
1500.0,1500.06,-0.108,-0.062
1500.0,1500.06,-0.09,-0.055
1500.0,1500.062,0.205,-0.051
1500.0,1500.06,-0.09,-0.062
1500.0,1500.062,0.166,-0.055
1500.0,1500.06,-0.087,-0.066
1500.0,1500.061,0.087,-0.048
1500.0,1500.06,-0.032,-0.063
1500.0,1500.06,-0.02,-0.057
1500.0,1500.06,-0.136,-0.05
1500.0,1500.061,0.123,-0.063
1500.0,1500.061,0.029,-0.059
1500.0,1500.06,-0.055,-0.061
1500.0,1500.061,0.049,-0.051
1500.0,1500.06,-0.05,-0.056
1500.0,1500.06,-0.071,-0.059
1500.0,1500.062,0.167,-0.063
1500.0,1500.06,-0.022,-0.047
1500.0,1500.06,-0.094,-0.055
1500.0,1500.061,0.1,-0.054
1500.0,1500.061,0.027,-0.043
1500.0,1500.06,-0.061,-0.051
1500.0,1500.06,-0.007,-0.059
1500.0,1500.06,0.007,-0.051
1500.0,1500.06,-0.013,-0.056
1500.0,1500.06,-0.12,-0.057
1500.0,1500.061,0.055,-0.059
1500.0,1500.061,0.038,-0.065
1500.0,1500.061,0.031,-0.059
1500.0,1500.06,-0.028,-0.054
1500.0,1500.06,-0.016,-0.055
1500.0,1500.06,-0.026,-0.044
1500.0,1500.06,-0.018,-0.06
1500.0,1500.06,-0.036,-0.058
1500.0,1500.06,-0.123,-0.048
1500.0,1500.06,-0.022,-0.052
1500.0,1500.061,0.05,-0.049
1500.0,1500.061,0.131,-0.059
1500.0,1500.059,-0.172,-0.055
1500.0,1500.06,-0.139,-0.065
1500.0,1500.061,0.07,-0.052
1500.0,1500.06,0.003,-0.048
1500.0,1500.061,0.14,-0.065
1500.0,1500.06,-0.115,-0.056
1500.0,1500.06,-0.042,-0.055
1500.0,1500.06,-0.107,-0.062
1500.0,1500.06,-0.114,-0.058
1500.0,1500.06,0.019,-0.062
1500.0,1500.06,-0.001,-0.05
1500.0,1500.061,0.034,-0.056
1500.0,1500.061,0.118,-0.056
1500.0,1500.06,-0.083,-0.068
1500.0,1500.061,0.106,-0.05
1500.0,1500.061,0.105,-0.056
1500.0,1500.061,0.048,-0.051
1500.0,1500.062,0.177,-0.054
1500.0,1500.06,-0.019,-0.058
1500.0,1500.062,0.187,-0.055
1500.0,1500.061,0.033,-0.067
1500.0,1500.06,-0.056,-0.057
1500.0,1500.06,-0.01,-0.062
1500.0,1500.061,0.034,-0.05
1500.0,1500.061,0.053,-0.052
1500.0,1500.06,-0.136,-0.06
1500.0,1500.061,0.117,-0.047
1500.0,1500.061,0.072,-0.063
1500.0,1500.061,0.05,-0.058
1500.0,1500.06,-0.038,-0.052
1500.0,1500.059,-0.145,-0.053
1500.0,1500.06,-0.051,-0.047
1500.0,1500.06,-0.092,-0.045
1500.0,1500.06,-0.092,-0.057
1500.0,1500.06,-0.042,-0.064
1500.0,1500.06,-0.028,-0.053
1500.0,1500.061,0.081,-0.07
1500.0,1500.06,-0.069,-0.056
1500.0,1500.06,-0.127,-0.058
1500.0,1500.06,-0.069,-0.053
1500.0,1500.06,0.008,-0.05
1500.0,1500.061,0.056,-0.058
1500.0,1500.06,-0.104,-0.054
1500.0,1500.061,0.056,-0.056
1500.0,1500.062,0.199,-0.047
1500.0,1500.061,0.074,-0.046
1500.0,1500.06,-0.006,-0.059
1500.0,1500.06,-0.131,-0.061
1500.0,1500.062,0.195,-0.061
1500.0,1500.061,0.145,-0.056
1500.0,1500.06,-0.086,-0.056
1500.0,1500.062,0.182,-0.055
