1,2,3,4
-2000.0,-2000.104,0.128,0.12
-2000.0,-2000.106,-0.301,0.107
-2000.0,-2000.105,-0.118,0.111
-2000.0,-2000.106,-0.368,0.111
-2000.0,-2000.105,-0.008,0.114
-2000.0,-2000.105,-0.248,0.104
-2000.0,-2000.105,-0.134,0.102
-2000.0,-2000.105,-0.221,0.113
-2000.0,-2000.104,0.079,0.109
-2000.0,-2000.105,0.006,0.118
-2000.0,-2000.104,0.105,0.117
-2000.0,-2000.105,-0.23,0.104
-2000.0,-2000.105,-0.121,0.121
-2000.0,-2000.104,0.15,0.121
-2000.0,-2000.104,0.12,0.109
-2000.0,-2000.105,-0.153,0.115
-2000.0,-2000.105,-0.224,0.111
-2000.0,-2000.105,0.071,0.109
-2000.0,-2000.105,0.039,0.12
-2000.0,-2000.104,0.213,0.112
-2000.0,-2000.104,0.162,0.117
-2000.0,-2000.105,0.048,0.115
-2000.0,-2000.104,0.188,0.116
-2000.0,-2000.104,0.136,0.114
-2000.0,-2000.105,0.015,0.118
-2000.0,-2000.105,-0.23,0.119
-2000.0,-2000.105,-0.166,0.104
-2000.0,-2000.106,-0.268,0.111
-2000.0,-2000.105,-0.179,0.124
-2000.0,-2000.105,0.072,0.113
-2000.0,-2000.104,0.331,0.108
-2000.0,-2000.106,-0.314,0.113
-2000.0,-2000.104,0.188,0.114
-2000.0,-2000.105,-0.203,0.111
-2000.0,-2000.104,0.223,0.106
-2000.0,-2000.104,0.154,0.108
-2000.0,-2000.105,0.031,0.126
-2000.0,-2000.105,-0.211,0.114
-2000.0,-2000.105,0.058,0.123
-2000.0,-2000.104,0.194,0.12
-2000.0,-2000.105,0.058,0.116
-2000.0,-2000.105,0.067,0.112
-2000.0,-2000.104,0.285,0.109
-2000.0,-2000.105,-0.237,0.116
-2000.0,-2000.105,-0.022,0.113
-2000.0,-2000.105,-0.135,0.107
-2000.0,-2000.105,-0.091,0.116
-2000.0,-2000.105,-0.047,0.115
-2000.0,-2000.105,0.037,0.121
-2000.0,-2000.105,-0.086,0.116
-2000.0,-2000.105,-0.112,0.105
-2000.0,-2000.105,0.008,0.113
-2000.0,-2000.104,0.305,0.113
-2000.0,-2000.104,0.091,0.114
-2000.0,-2000.104,0.126,0.112
-2000.0,-2000.104,0.294,0.122
-2000.0,-2000.105,-0.132,0.111
-2000.0,-2000.104,0.246,0.112
-2000.0,-2000.105,-0.012,0.119
-2000.0,-2000.104,0.127,0.11
-2000.0,-2000.105,-0.038,0.112
-2000.0,-2000.105,-0.089,0.11
-2000.0,-2000.105,0.14,0.116
-2000.0,-2000.104,0.357,0.112
-2000.0,-2000.105,-0.158,0.104
-2000.0,-2000.105,0.041,0.112
-2000.0,-2000.105,-0.049,0.111
-2000.0,-2000.105,-0.146,0.119
-2000.0,-2000.106,-0.293,0.106
-2000.0,-2000.105,-0.015,0.112
-2000.0,-2000.104,0.336,0.117
-2000.0,-2000.106,-0.302,0.113
